average_per_theatre	gross	rank	production_budget	runtime	theaters	ratio	genre	Action	Drama	Comedy	Documentary	Foreign	Horror	Sci-Fi	Romance	Animation	release_year	actors	1	2	3	4	actors_sum	directors	dire_sum	distributor	dist_sum	G	GP	NC-17	Not Yet Rated	PG	PG-13	R	Unknown	Unrated
51729.6817152	51729.6817152	63.0	0.0	114.0	1.0	2	Foreign	0	0	0	0	1	0	0	0	0	12		0	0	0	0	0		0	Sony Classics	554194082	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
8679.0	24057485.0	5.0	30000000.0	123.0	2772.0	1031	Drama	0	1	0	0	0	0	0	0	0	1	Jake Gyllenhaal,Forest Whitaker,Rachel McAdams,50 Cent,Naomie Harris	1136345478	2376728888	1470606069	218327380	5202007817	Antoine Fuqua	558822271	Weinstein Company	1832718609	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
2028.4048138	261646.199615	29.0	0.0	0.0	129.0	8	Foreign	0	0	0	0	1	0	0	0	0	2		0	0	0	0	0		0	Eros	101980404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.0	4616.49565314	75.0	0.0	111.0	1.0	0	Drama	0	1	0	0	0	0	0	0	0	14	Patrick Swayze,Forest Whitaker	1082552166	1761164872	0	0	2843717039		0	Silver Nitrate	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1685.40627395	2847539.58524	12.0	25000000.0	118.0	1690.0	177	Drama / Thriller	0	1	0	0	0	1	0	0	0	8	Mark Ruffalo,Julianne Moore,Gael Garcia Bernal,Danny Glover,Sandra Oh	544845126	1822702334	107225024	2631382532	5106155018	Fernando Meirelles	50496650	Miramax	5820808522	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
60349.3780528	1931234.85409	1.0	11000000.0	121.0	32.0	10000	Sci-Fi Fantasy	0	0	0	0	0	0	1	0	0	39	Kenny Baker,Peter Cushing,Anthony Daniels,Alec Guinness,James Earl Jones,Peter Mayhew,Mark Hamill,Harrison Ford,Carrie Fisher	0	0	0	0	0	George Lucas	0	Fox	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
8983.10206861	28333052.229	1.0	130000000.0	124.0	3154.0	2016	Adventure	0	0	0	0	0	0	0	0	0	11	Matthew McConaughey,Steve Zahn,Penelope Cruz,William H. Macy	961821491	557786232	358728355	1670120429	3548456509	Breck Eisner	0	Paramount	27510473463	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
103960.319971	623761.919824	15.0	0.0	123.0	6.0	33	Drama	0	1	0	0	0	0	0	0	0	25	William Hurt	270906414	0	0	0	270906414		0	Buena Vista	10219776358	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
5655.0	19878183.0	3.0	150000000.0	111.0	3515.0	1271	Fantasy	0	0	0	0	0	0	0	0	0	1	Hugh Jackman,Garrett Hedlund,Amanda Seyfried,Rooney Mara	2590179077	794576878	959735793	357892628	4702384378	Joe Wright	195519860	Warner Bros.	49746409523	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
16579.0539529	60697054.8828	1.0	113000000.0	146.0	3661.0	2781	Sci-Fi Fantasy	0	0	0	0	0	0	1	0	0	11	Anthony Daniels,Christopher Lee,Peter Mayhew,Ian McDiarmid,Ewan McGregor,Hayden Christensen,Natalie Portman,Samuel L. Jackson	4459058444	831615236	3374623015	1820487860	10485784557	George Lucas	2887477749	Fox	29969249887	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
19960.5670926	10379861.2036	3.0	0.0	100.0	520.0	752	Comedy	0	0	1	0	0	0	0	0	0	26	Martin Lawrence	52651118	0	0	0	52651118		0	New Line	483254678	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
25272.2945783	25321744.5106	1.0	32500000.0	134.0	1002.0	1724	Sci-Fi Fantasy	0	0	0	0	0	0	1	0	0	33	Tony Cox,Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,Anthony Daniels,Peter Mayhew,Ian McDiarmid,Frank Oz,James Earl Jones,Alec Guinness,Kenny Baker	0	2638570584	3366365293	2638570584	8643506462		0	Fox	6236551079	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
53277.0494417	6713060.67992	1.0	18000000.0	129.0	126.0	10000	Sci-Fi Fantasy	0	0	0	0	0	0	1	0	0	36	Kenny Baker,Anthony Daniels,Peter Mayhew,Billy Dee Williams,Mark Hamill,Harrison Ford,Carrie Fisher	1803042320	1803042320	1803042320	0	5409126961	Irvin Kershner	0	Fox	2120882506	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
960.138310185	57584.2701237	55.0	0.0	95.0	60.0	3	Comedy	0	0	1	0	0	0	0	0	0	2	Jay Baruchel,Kurt Russell	1209395026	1599419131	0	0	2808814157		0	Radius-TWC	8123802	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
11024.3472669	11024.3472669	91.0	0.0	126.0	1.0	0	Foreign	0	0	0	0	1	0	0	0	0	10		0	0	0	0	0		0	Leisure Time	30987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
8460.85559673	24188674.196	3.0	75000000.0	100.0	2859.0	1194	Action Comedy	1	0	1	0	0	0	0	0	0	6	Katherine Heigl,Ashton Kutcher,Tom Selleck,Catherine O'Hara,Rob Riggle	588762602	965366762	271261066	703084364	2528474795	Robert Luketic	438818856	Lionsgate	1896895173	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
19296.4286756	96479.7920188	43.0	0.0	114.0	5.0	6	Foreign	0	0	0	0	1	0	0	0	0	10		0	0	0	0	0		0	Fox Searchlight	1049535095	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
7454.56693548	11754808.4179	6.0	0.0	89.0	1577.0	619	Animation	0	0	0	0	0	0	0	0	1	27		0	0	0	0	0	Don Bluth	199040240	United Artists	1093966524	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18216.2067076	18216.2067076	81.0	0.0	105.0	1.0	1	Foreign	0	0	0	0	1	0	0	0	0	11		0	0	0	0	0		0	Kino	12385387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
17291.7803194	48451165.1682	2.0	30000000.0	98.0	2802.0	2402	Action Comedy	1	0	1	0	0	0	0	0	0	16	Martin Lawrence,Nia Long,Paul Giamatti,Terrence Howard,Cedric the Entertainer	677879294	468954196	1066693052	266534990	2480061533	Raja Gosnell	124527819	Fox	23088667190	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
12199.9348207	35561431.6968	1.0	22000000.0	115.0	2915.0	2186	Action Horror	1	0	0	0	0	1	0	0	0	13	Kate Beckinsale,Scott Speedman,Michael Sheen,Bill Nighy	393202624	6522816	24118246	0	423843688	Len Wiseman	0	Sony / Screen Gems	239438315	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
3010.86459442	6021.72918883	83.0	0.0	0.0	2.0	0	Horror Thriller	0	0	0	0	0	1	0	0	0	6		0	0	0	0	0		0	Indican	6947374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
6940.55339633	117989.407738	45.0	0.0	150.0	17.0	6	Unknown	0	0	0	0	0	0	0	0	0	14		0	0	0	0	0		0	Media Partners	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
36283.6923072	87589162.5457	1.0	92000000.0	113.0	2414.0	7241	Action Drama	1	1	0	0	0	0	0	0	0	20	Helen Hunt,Bill Paxton,Cary Elwes,Philip Seymour Hoffman,Alexa Vega	243801259	630179028	708696863	314970454	1897647605	Jan DeBont	193912763	Warner Bros.	17188260393	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
978.765840906	978.765840906	130.0	0.0	45.0	1.0	0	Documentary	0	0	0	1	0	0	0	0	0	3		0	0	0	0	0		0	National Geographic Entertainment	49830984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
50323.7309177	1660679.92167	13.0	25000000.0	142.0	33.0	178	Period Drama	0	1	0	0	0	0	0	0	0	22	Tim Robbins,Morgan Freeman	792128278	928033538	0	0	1720161817	Frank Darabont	0	Columbia	9651466411	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
7891.78337966	55242.4836576	49.0	0.0	125.0	7.0	3	Foreign / Action	1	0	0	0	1	0	0	0	0	14		0	0	0	0	0		0	IDP	5867882	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
17572.1073244	2899409.11453	13.0	0.0	91.0	165.0	202	Horror	0	0	0	0	0	1	0	0	0	32	Johnny Depp	0	0	0	0	0	Wes Craven	0	New Line	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
3406.69224806	54503.9789759	50.0	0.0	116.0	16.0	2	Horror	0	0	0	0	0	1	0	0	0	4		0	0	0	0	0		0	Magnolia	113502481	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
29443.1055901	77375236.8503	1.0	38000000.0	106.0	2628.0	2773	Action	1	0	0	0	0	0	0	0	0	15	Paul Walker,Vin Diesel,Michelle Rodriguez,Jordana Brewster	287042871	425187933	2155247	0	714386051	Rob Cohen	233316081	Universal	20856666125	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
18894.85973	61314540.0344	1.0	10000000.0	96.0	3245.0	3598	Horror	0	0	0	0	0	1	0	0	0	12	Sarah Michelle Gellar	625372950	0	0	0	625372950		0	Sony / Columbia	10668078225	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
6885.64306809	5673798.9032	9.0	40000000.0	145.0	824.0	425	Romance	0	0	0	0	0	0	0	1	0	26	Robert Redford	408992438	0	0	0	408992438	Sydney Pollack	733191411	Universal	10436312957	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
8430.40931159	3060319.97436	11.0	0.0	130.0	363.0	249	Drama	0	1	0	0	0	0	0	0	0	3	Tye Sheridan,Matthew McConaughey,Sam Shepard,Reese Witherspoon,Michael Shannon	14017634	1679426602	399616006	1470444997	3563505241	Jeff Nichols	1875816	Roadside Attractions	95452590	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
8501.0	33961218.0	2.0	120000000.0	100.0	3995.0	1718	Action / Adventure	1	0	0	0	0	0	0	0	0	1	Miles Teller,Michael B. Jordan,Jamie Bell,Kate Mara	467126178	214464739	595417663	450525087	1727533668	Josh Trank	66662953	Fox	46803524757	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
15842.8041768	32350176.6539	1.0	0.0	103.0	2042.0	2573	Action	1	0	0	0	0	0	0	0	0	24	Steven Seagal,Tommy Lee Jones	106845523	188666466	0	0	295511990	Andrew Davis	102973114	Warner Bros.	12471750517	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
23329.281357	23329.281357	66.0	0.0	111.0	1.0	0	Foreign	0	0	0	0	1	0	0	0	0	8		0	0	0	0	0		0	New Yorker	10144978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
7608.76873403	15089228.962	6.0	35000000.0	102.0	1983.0	737	Romantic Comedy	0	0	1	0	0	0	0	1	0	16	Freddie Prinze, Jr.	305931303	2755422219	0	0	3061353523		0	Dimension Films	575380122	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
5706.15817181	7337414.62271	6.0	0.0	98.0	1286.0	860	Thriller	0	0	0	0	0	1	0	0	0	25		0	0	0	0	0	Wolfgang Petersen	101303079	MGM	3495347855	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
8842.26324194	4297670.61252	11.0	0.0	108.0	486.0	297	Unknown	0	0	0	0	0	0	0	0	0	27		0	0	0	0	0		0	Fox	11851928844	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
26077.7769657	26077.7769657	13.0	0.0	92.0	1.0	1	Unknown	0	0	0	0	0	0	0	0	0	19	Scarlett Johansson	68802627	0	0	0	68802627		0	Five Minutes	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
7672.13723913	7672.13723913	110.0	0.0	109.0	1.0	0	Unknown	0	0	0	0	0	0	0	0	0	13		0	0	0	0	0		0	Palm	2988616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
29730.3554007	86576635.1808	1.0	19000000.0	88.0	2912.0	2861	Horror Comedy	0	0	1	0	0	1	0	0	0	16	Shawn Wayans,Marlon Wayans,Anna Faris,Regina Hall,Keenen Ivory Wayans	56483367	190874537	0	86312599	333670504	Keenen Ivory Wayans	73113484	Miramax	2707386866	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
410.0	42246.0	58.0	0.0	104.0	103.0	2	Period Drama	0	1	0	0	0	0	0	0	0	1	John Cusack,Chow Yun-Fat,Gong Li,Ken Watanabe,Rinko Kikuchi,Jeffrey Dean Morgan	1951524559	373033931	184227644	1014542021	3523328156	Mikael Hafstrom	186421680	Weinstein Company	1912602998	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
23192.9917132	19227097.3468	1.0	0.0	111.0	829.0	1813	Romantic Comedy	0	0	1	0	0	0	0	1	0	32	Tom Hanks	0	0	0	0	0	Ron Howard	51813728	Buena Vista	1304142866	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
4626.78934548	8259266.78708	7.0	0.0	94.0	1785.0	325	Family Adventure	0	0	0	0	0	0	0	0	0	22	Michelle Williams	0	0	0	0	0		0	Paramount	16053354350	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
861.996371856	2211714.42023	16.0	0.0	115.0	2565.0	153	Crime Drama	0	1	0	0	0	0	0	0	0	4	Shia LaBeouf,Tom Hardy,Jason Clarke,Gary Oldman,Jessica Chastain,Mia Wasikowska,Guy Pearce,Dane DeHaan	2414519503	1108087852	0	4440720393	7963327749	John Hillcoat	11205358	Weinstein Company	902731350	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
8301.33589619	12875371.975	2.0	0.0	100.0	1551.0	1336	Action	1	0	0	0	0	0	0	0	0	23	Tom Berenger,Billy Zane	642115209	0	0	0	642115209	Luis Llosa	0	TriStar	4621176648	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
24152.2826237	81489692.2204	1.0	70000000.0	113.0	3374.0	3110	Action	1	0	0	0	0	0	0	0	0	14	Vin Diesel,Samuel L. Jackson	618621006	4286389196	0	0	4905010203	Rob Cohen	426749154	Sony (Revolution)	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
13067.1276759	34602849.4347	1.0	35000000.0	123.0	2648.0	2286	Drama	0	1	0	0	0	0	0	0	0	8	Jim Sturgess,Kevin Spacey,Kate Bosworth,Laurence Fishburne,Josh Gad	57347096	2291550686	598002508	1562906697	4509806988	Robert Luketic	251242221	Sony / Columbia	14247587375	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1147.87035803	4419135.16083	11.0	150000000.0	126.0	3849.0	200	Sci-Fi Adventure	0	0	0	0	0	0	1	0	0	7	Chris Pine,Zachary Quinto,Leonard Nimoy,Eric Bana,Bruce Greenwood,Karl Urban,Zoe Saldana,Simon Pegg,John Cho,Anton Yelchin,Chris Hemsworth,Winona Ryder,Tyler Perry	185286216	0	1251204501	1068782974	2505273692	J.J. Abrams	157576097	Paramount	33811650383	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
4071.57313393	4071.57313393	96.0	0.0	113.0	1.0	0	Foreign	0	0	0	0	1	0	0	0	0	12		0	0	0	0	0		0	Palm	5688821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
7913.84932533	1907212.91146	17.0	0.0	91.0	241.0	107	Sports Comedy	0	0	1	0	0	0	0	0	0	4	Seann William Scott,Jay Baruchel,Alison Pill,Liev Schreiber,Eugene Levy	790313386	1042388275	34265459	1598648374	3465615497		0	Magnolia	97974404	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1532.0	1532.0	90.0	0.0	92.0	1.0	0	Drama	0	1	0	0	0	0	0	0	0	1	Barbora Bobulova,Alessandro Gassman,Luigi Lo Casico,Giovanna Mezzogiorno	0	0	0	5267053	5267053	Ivano De Matteo	0	Film Movement	1515244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
10427.2916743	20853.369744	76.0	0.0	111.0	2.0	0	Foreign	0	0	0	0	1	0	0	0	0	11		0	0	0	0	0		0	TLA Releasing	2155416	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
1407.10307482	16885.2368978	76.0	0.0	116.0	12.0	0	Comedy	0	0	1	0	0	0	0	0	0	3	Toni Collette,Liev Schreiber,Anthony LaPaglia	941615038	1611946200	300631912	0	2854193151		0	Dada Films	868468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
11383.7362044	16393213.7655	1.0	0.0	93.0	1440.0	1712	Horror Comedy	0	0	1	0	0	1	0	0	0	30		0	0	0	0	0		0	New World	187124485	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
18039.2554658	108235.532795	43.0	0.0	100.0	6.0	3	Unknown	0	0	0	0	0	0	0	0	0	15		0	0	0	0	0		0	Lions Gate	174091675	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
9197.13205521	17170610.7736	2.0	0.0	111.0	1867.0	1101	Romance	0	0	0	0	0	0	0	1	0	18	Ethan Hawke,Gwyneth Paltrow,Chris Cooper,Anne Bancroft,Robert DeNiro,Lance Reddick	486125723	492999524	244979488	438179743	1662284478	Alfonso Cuaron	15576323	Fox	20678631727	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
26404.3042338	26404.3042338	56.0	9000000.0	307.0	1.0	1	Crime Thriller	0	0	0	0	0	1	0	0	0	6	David Morrissey,Paddy Considine,Rebecca Hall,Andrew Garfield,Sean Bean	84788333	288607256	108722884	25770556	507889030		0	IFC	401665389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
6968.64776398	16096949.9996	2.0	29000000.0	96.0	2310.0	1022	Horror	0	0	0	0	0	1	0	0	0	15	Denise Richards,Marley Shelton,Katherine Heigl	366316369	0	165637619	0	531953989		0	Warner Bros.	23165165963	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
0.0	1018089.17179	14.0	0.0	119.0	1.0	44	Drama	0	1	0	0	0	0	0	0	0	19	Samuel L. Jackson	2420222518	0	0	0	2420222518	Kevin Reynolds	425237775	Warner Bros.	18882638190	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
13755.6280344	36411147.4069	1.0	15000000.0	100.0	2647.0	1830	Horror	0	0	0	0	0	1	0	0	0	3	Jessica Chastain,Nikolaj Coster-Waldau	589163587	0	0	0	589163587	Andres Muschietti	0	Universal	35075296327	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
12562.2962479	39711178.6104	2.0	115000000.0	132.0	3161.0	1565	Sci-Fi Fantasy	0	0	0	0	0	0	1	0	0	14	Anthony Daniels,Christopher Lee,Ian McDiarmid,Ewan McGregor,Hayden Christensen,Natalie Portman,Samuel L. Jackson,Rose Byrne	4049743998	422300790	1411173413	985236626	6868454829	George Lucas	2478163303	Fox	25632951413	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
3920.7282938	1651050.47421	10.0	0.0	89.0	421.0	159	Animation	0	0	0	0	0	0	0	0	1	30	Danny DeVito	664774009	0	0	0	664774009		0	DEG	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17207.0	68826.0	44.0	0.0	107.0	4.0	4	Action Drama	1	1	0	0	0	0	0	0	0	1		0	0	0	0	0		0	Well Go USA	7703389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
13399.1893152	13399.1893152	95.0	0.0	130.0	1.0	1	Unknown	0	0	0	0	0	0	0	0	0	13		0	0	0	0	0		0	Wellspring	7038101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
27808.0	111233.0	34.0	0.0	118.0	4.0	8	Drama	0	1	0	0	0	0	0	0	0	1	Michael Caine,Paul Dano,Jane Fonda,Harvey Keitel,Rachel Weisz	3897708067	686263671	643652280	1104683418	6332307438	Paolo Sorrentino	148633	Fox Searchlight	2668331692	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
7152.21918898	6286826.05532	11.0	0.0	91.0	879.0	406	Family Adventure	0	0	0	0	0	0	0	0	0	26		0	0	0	0	0		0	Warner Bros.	10105238081	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
11237.9796211	10889854.6826	5.0	4000000.0	93.0	969.0	625	Music Drama	0	1	0	0	0	0	0	0	0	11	Boris Kodjoe,Idris Elba	73847297	456542	0	0	74303839	Rob Hardy	2761129	Sony / Screen Gems	649292166	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
19392.5073821	18054123.2539	5.0	0.0	127.0	931.0	690	Sports Action	1	0	0	0	0	0	0	0	0	32		0	0	0	0	0		0	Columbia	2909346307	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
7830.42185494	21564635.0499	3.0	36000000.0	100.0	2754.0	993	Comedy	0	0	1	0	0	0	0	0	0	6	John Cusack,Rob Corddry,Clark Duke,Chevy Chase	1747877493	131205910	148097070	657200718	2684381192	Steve Pink	42704802	MGM	8524683426	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1083.79289819	16255.7886891	63.0	0.0	99.0	15.0	0	Drama	0	1	0	0	0	0	0	0	0	7	Mariah Carey,Lance Reddick	5720537	180875320	0	0	186595857		0	Vivendi Entertainment	8225968	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
6214.8697235	19912385.5547	5.0	43000000.0	97.0	3204.0	830	Action / Adventure	1	0	0	0	0	0	0	0	0	11	Jennifer Garner,Goran Visnjic	798251600	406876654	0	0	1205128255	Rob Bowman	178729729	Fox	29561190858	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
9390.84291129	7795160.36448	4.0	0.0	86.0	830.0	825	Sci-Fi Action	1	0	0	0	0	0	1	0	0	27		0	0	0	0	0		0	Cannon Films	582208523	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
23007.5606462	391131.627978	20.0	0.0	98.0	17.0	14	Drama	0	1	0	0	0	0	0	0	0	4	Anthony Hopkins,Helen Mirren,Scarlett Johansson,Danny Huston,Toni Collette,Jessica Biel,Michael Stuhlbarg,James D'Arcy	2510996807	1209386531	1291439284	578304254	5590126878	Sacha Gervasi	737897	Fox Searchlight	2263275008	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
3013.90335404	3013.90335404	59.0	0.0	88.0	1.0	0	Unknown	0	0	0	0	0	0	0	0	0	15	Imelda Staunton	403921160	0	0	0	403921160		0	Focus Features	31368172	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
14373.2068966	43118.6032615	47.0	0.0	102.0	3.0	1	Foreign	0	0	0	0	1	0	0	0	0	3		0	0	0	0	0		0	Cohen Media Group	4743380	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10643.0022629	28841379.5009	1.0	37000000.0	95.0	2710.0	2130	Horror	0	0	0	0	0	1	0	0	0	17	Geoffrey Rush,Famke Janssen,Taye Diggs,Peter Gallagher,Chris Kattan,Ali Larter	264168093	294381517	48517038	9758335	616824985		0	Warner Bros.	21197619902	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
26318.8303249	52637.6606498	49.0	0.0	95.0	2.0	4	Documentary	0	0	0	1	0	0	0	0	0	3		0	0	0	0	0		0	Zeitgeist	29231124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.0	15398529.2176	7.0	0.0	106.0	1.0	550	Comedy	0	0	1	0	0	0	0	0	0	20	John Travolta	1543834133	0	0	0	1543834133	Nora Ephron	223635770	New Line	2700631534	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
22301.2360693	25244346.0813	2.0	0.0	104.0	1132.0	1988	Fantasy Comedy	0	0	1	0	0	0	0	0	0	28	Tom Hanks	580515712	0	0	0	580515712	Penny Marshall	64539774	Fox	10809061943	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
35472.1885918	110069212.401	1.0	65000000.0	117.0	3103.0	4582	Period Action	1	0	0	0	0	0	0	0	0	9	Gerard Butler,Lena Headey,Dominic West,David Wenham,Michael Fassbender,Rodrigo Santoro	466039410	192629976	127889299	2237828	788796515	Zack Snyder	74054897	Warner Bros.	32209260230	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
7463.82726708	20526518.0201	1.0	35000000.0	122.0	2750.0	1369	Crime Comedy	0	0	1	0	0	0	0	0	0	15	Zach Galifianakis,Sigourney Weaver,Jennifer Love Hewitt,Anne Bancroft,Gene Hackman,Carrie Fisher	0	1886951139	296607636	663598235	2847157010		0	MGM	6168902442	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
11796.8813118	707836.07917	20.0	0.0	154.0	60.0	18	Foreign	0	0	0	0	1	0	0	0	0	7		0	0	0	0	0		0	Yash Raj	34310007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
11098.0167549	28908889.4614	2.0	0.0	135.0	2605.0	1656	Sports Drama	0	1	0	0	0	0	0	0	0	12	Kurt Russell,Patricia Clarkson	1301123155	223821823	0	0	1524944979	Gavin O'Connor	1920958	Buena Vista	31100102165	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
19418.0788354	80622824.4145	1.0	200000000.0	127.0	4152.0	2180	Action / Adventure	1	0	0	0	0	0	0	0	0	12	Tobey Maguire,Kirsten Dunst,James Franco,Alfred Molina,J.K. Simmons,Elizabeth Banks,Willem Dafoe	1014657718	1528902156	663368952	1178974974	4385903801	Sam Raimi	720117557	Sony / Columbia	10199331843	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
34954.4081545	69907.498816	52.0	50000000.0	100.0	2.0	2	Romantic Thriller	0	0	0	0	0	1	0	1	0	14	Richard Gere,Diane Lane,Olivier Martinez,Michelle Monaghan	1629959024	796167802	5839939	0	2431966766		0	Fox	25563419710	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
8440.23135827	12659868.0267	7.0	0.0	96.0	1500.0	636	Romance	0	0	0	0	0	0	0	1	0	21	Chris O'Donnell,Drew Barrymore,Matthew Lillard,Joan Allen,Liev Schreiber	410668870	1314037645	12507665	196961379	1934175561		0	Buena Vista	16313843179	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
11970.7978745	18830747.9598	2.0	0.0	117.0	1573.0	1986	Action Horror	1	0	0	0	0	1	0	0	0	22		0	0	0	0	0	Alex Proyas	0	Miramax	634285324	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
12591.1488735	12591.1488735	87.0	0.0	93.0	1.0	0	Drama / Thriller	0	1	0	0	0	1	0	0	0	11		0	0	0	0	0		0	Magnolia	33891907	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
8767.03392336	13193175.0189	4.0	0.0	94.0	1505.0	1014	Family	0	0	0	0	0	0	0	0	0	30		0	0	0	0	0		0	Buena Vista	3339045897	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
